Failure_ID,Device_Type,Brand,Model_Name,Usage_Duration,Failure_Type,Warranty_Status,Repair_Cost,Customer_Rating,Comments
FAIL06162,Smartphone,Dell,Model-269,51.0,Software Crash,No,1329.01,4.2,Perfect repair
FAIL06163,Gaming Console,Sony,Model-394,31.0,Battery Issue,No,2526.12,4.2,Very bad service
FAIL06164,Laptop,Lenovo,Model-911,6.0,Screen Crack,Yes,2374.85,4.9,Had to replace
FAIL06165,Tablet,Dell,Model-470,30.0,Screen Crack,No,1863.11,4.2,nan
FAIL06166,Tablet,Lenovo,Model-306,,Screen Crack,No,,,Had to replace
FAIL06167,Smartwatch,Apple,Model-293,18.0,Overheating,Yes,2059.92,2.9,Fixed quickly
FAIL06168,Laptop,HP,Model-794,39.0,Screen Crack,No,2297.0,2.0,Had to replace
FAIL06169,Smartphone,Apple,Model-130,9.0,Overheating,No,3178.19,1.6,Very bad service
,Smartphone,Samsung,Model-772,35.0,Software Crash,Yes,3602.61,2.4,Very bad service
FAIL06171,Smartwatch,OnePlus,Model-753,9.0,Overheating,Yes,1921.22,3.7,Perfect repair
FAIL06172,Smartphone,OnePlus,Model-321,44.0,Screen Crack,No,2650.95,3.4,Not satisfied
,Tablet,OnePlus,Model-197,6.0,Screen Crack,Yes,2560.7,4.0,Perfect repair
FAIL06174,Smartphone,HP,Model-338,,Battery Issue,No,,,Perfect repair
FAIL06175,Smartphone,Dell,Model-532,4.0,Speaker Malfunction,No,2145.13,1.2,Fixed quickly
FAIL06176,Gaming Console,OnePlus,Model-128,30.0,Battery Issue,No,2356.38,2.0,Not satisfied
FAIL06177,Smartphone,HP,Model-107,45.0,Battery Issue,Yes,2921.17,4.1,Not satisfied
,Gaming Console,OnePlus,Model-944,26.0,Speaker Malfunction,No,3359.64,4.7,Very bad service
FAIL06179,Laptop,Apple,Model-660,10.0,Screen Crack,Yes,104.72,4.7,Not satisfied
FAIL06180,Gaming Console,Dell,Model-243,6.0,Screen Crack,No,3293.73,1.7,Not satisfied
FAIL06181,Laptop,Samsung,Model-188,31.0,Battery Issue,Yes,845.88,1.4,Had to replace
,Smartwatch,Sony,Model-590,26.0,Battery Issue,Yes,4882.02,4.7,Not satisfied
FAIL06183,Tablet,Samsung,Model-543,7.0,Software Crash,No,1853.84,1.3,Had to replace
FAIL06184,Smartwatch,OnePlus,Model-267,8.0,Screen Crack,Yes,2460.89,3.6,Perfect repair
FAIL06185,Smartwatch,OnePlus,Model-516,55.0,Screen Crack,Yes,434.6,2.6,Not satisfied
FAIL06186,Smartwatch,Sony,Model-586,21.0,Battery Issue,Yes,4373.59,2.1,Not satisfied
FAIL06187,Laptop,OnePlus,Model-102,38.0,Screen Crack,No,1313.09,2.1,Very bad service
FAIL06188,Smartphone,HP,Model-112,,Software Crash,No,,,Fixed quickly
FAIL06189,Gaming Console,Apple,Model-841,33.0,Battery Issue,No,3141.75,2.5,Very bad service
FAIL06190,Smartwatch,Apple,Model-304,16.0,Software Crash,No,137.24,4.3,Fixed quickly
FAIL06191,Smartwatch,OnePlus,Model-125,3.0,Software Crash,Yes,4954.85,3.1,Very bad service
FAIL06192,Smartphone,Sony,Model-261,56.0,Software Crash,Yes,2586.37,4.8,Perfect repair
FAIL06193,Smartwatch,Apple,Model-750,3.0,Overheating,Yes,4189.01,3.6,nan
FAIL06194,Laptop,HP,Model-388,35.0,Overheating,No,4544.82,2.6,Perfect repair
FAIL06195,Laptop,Samsung,Model-824,23.0,Software Crash,Yes,102.1,3.1,Not satisfied
FAIL06196,Smartphone,HP,Model-442,12.0,Speaker Malfunction,Yes,2198.19,4.8,Had to replace
FAIL06197,Laptop,HP,Model-312,,Screen Crack,No,,,Very bad service
FAIL06198,Smartwatch,Samsung,Model-394,37.0,Speaker Malfunction,No,3493.41,4.7,Perfect repair
FAIL06199,Smartwatch,OnePlus,Model-273,55.0,Battery Issue,No,3722.23,3.8,Fixed quickly
,Tablet,Lenovo,Model-821,13.0,Screen Crack,Yes,2802.25,3.5,Fixed quickly
FAIL06201,Tablet,Dell,Model-558,15.0,Speaker Malfunction,Yes,4883.18,2.0,Fixed quickly
FAIL06202,Smartphone,Dell,Model-564,7.0,Speaker Malfunction,Yes,605.81,2.4,Not satisfied
FAIL06203,Smartwatch,Sony,Model-980,,Battery Issue,No,,,Perfect repair
FAIL06204,Smartwatch,Sony,Model-653,50.0,Software Crash,No,3420.94,3.3,Had to replace
FAIL06205,Gaming Console,Dell,Model-228,44.0,Battery Issue,No,2783.92,3.6,Had to replace
FAIL06206,Laptop,Lenovo,Model-422,13.0,Software Crash,Yes,3377.93,4.0,Perfect repair
FAIL06207,Smartphone,Dell,Model-579,53.0,Screen Crack,No,3942.09,4.4,nan
FAIL06208,Smartphone,HP,Model-821,19.0,Battery Issue,Yes,1007.69,2.2,Perfect repair
FAIL06209,Laptop,OnePlus,Model-588,3.0,Screen Crack,No,1181.29,1.7,nan
,Gaming Console,Apple,Model-209,5.0,Overheating,Yes,1300.27,1.5,Not satisfied
,Tablet,Sony,Model-537,50.0,Overheating,No,1798.46,3.2,Very bad service
FAIL06212,Gaming Console,Apple,Model-208,37.0,Speaker Malfunction,No,2873.28,2.1,Fixed quickly
,Tablet,Samsung,Model-119,43.0,Overheating,No,4563.92,1.8,Not satisfied
FAIL06214,Tablet,Dell,Model-997,52.0,Overheating,Yes,1345.37,3.2,Perfect repair
FAIL06215,Gaming Console,HP,Model-747,10.0,Battery Issue,No,2811.7,3.4,Perfect repair
FAIL06216,Smartphone,Samsung,Model-933,48.0,Speaker Malfunction,No,4885.91,1.6,Not satisfied
FAIL06217,Smartwatch,Sony,Model-215,56.0,Battery Issue,No,3417.81,3.1,Had to replace
FAIL06218,Smartphone,HP,Model-782,49.0,Battery Issue,No,2201.48,1.4,Very bad service
FAIL06219,Smartwatch,Samsung,Model-949,20.0,Battery Issue,Yes,464.19,4.2,Not satisfied
FAIL06220,Smartphone,Samsung,Model-352,16.0,Overheating,No,1686.12,3.3,Perfect repair
FAIL06221,Gaming Console,Apple,Model-344,,Speaker Malfunction,Yes,,,Not satisfied
FAIL06222,Gaming Console,Dell,Model-219,48.0,Software Crash,Yes,3401.76,3.9,Perfect repair
,Gaming Console,Lenovo,Model-301,7.0,Battery Issue,Yes,938.48,1.9,Very bad service
FAIL06224,Smartwatch,HP,Model-550,34.0,Speaker Malfunction,No,2517.11,1.7,Had to replace
FAIL06225,Smartphone,HP,Model-911,34.0,Speaker Malfunction,No,2057.88,2.3,Perfect repair
FAIL06226,Tablet,Lenovo,Model-485,15.0,Overheating,Yes,787.45,3.3,Fixed quickly
FAIL06227,Smartphone,HP,Model-211,5.0,Overheating,Yes,4453.5,4.3,Perfect repair
FAIL06228,Smartphone,OnePlus,Model-901,57.0,Software Crash,Yes,3144.02,5.0,nan
FAIL06229,Laptop,Samsung,Model-873,10.0,Screen Crack,Yes,3400.26,4.3,Fixed quickly
FAIL06230,Smartphone,Lenovo,Model-914,42.0,Speaker Malfunction,No,2036.78,3.0,Very bad service
FAIL06231,Tablet,Dell,Model-662,44.0,Software Crash,Yes,4204.75,3.3,Perfect repair
FAIL06232,Smartphone,HP,Model-334,8.0,Software Crash,Yes,4638.34,2.1,Perfect repair
FAIL06233,Laptop,OnePlus,Model-632,21.0,Battery Issue,Yes,221.29,1.9,Not satisfied
,Laptop,Samsung,Model-819,,Screen Crack,No,,,Had to replace
FAIL06235,Tablet,OnePlus,Model-977,,Screen Crack,No,,,Had to replace
FAIL06236,Smartphone,Dell,Model-947,40.0,Speaker Malfunction,Yes,4200.78,1.7,Fixed quickly
FAIL06237,Gaming Console,Samsung,Model-862,51.0,Screen Crack,Yes,3961.49,1.2,Perfect repair
FAIL06238,Gaming Console,HP,Model-288,,Battery Issue,No,,,Fixed quickly
FAIL06239,Laptop,Apple,Model-933,55.0,Software Crash,No,3815.37,2.5,Fixed quickly
FAIL06240,Tablet,Lenovo,Model-115,43.0,Speaker Malfunction,No,713.06,1.9,Had to replace
FAIL06241,Gaming Console,Lenovo,Model-649,29.0,Software Crash,No,880.94,1.9,Fixed quickly
FAIL06242,Laptop,OnePlus,Model-371,20.0,Software Crash,No,4765.67,2.0,Not satisfied
FAIL06243,Laptop,HP,Model-342,17.0,Speaker Malfunction,Yes,218.8,4.5,nan
FAIL06244,Smartphone,Sony,Model-538,,Battery Issue,No,,,nan
FAIL06245,Tablet,Sony,Model-491,22.0,Battery Issue,Yes,2213.89,2.3,nan
FAIL06246,Gaming Console,Apple,Model-722,7.0,Screen Crack,Yes,1371.01,2.6,Perfect repair
FAIL06247,Smartphone,OnePlus,Model-802,45.0,Speaker Malfunction,Yes,3677.05,2.1,Very bad service
FAIL06248,Smartwatch,HP,Model-894,55.0,Speaker Malfunction,No,4180.91,2.5,Not satisfied
FAIL06249,Tablet,HP,Model-615,28.0,Software Crash,Yes,4786.27,3.5,nan
FAIL06250,Laptop,Dell,Model-536,58.0,Software Crash,Yes,4838.67,1.6,Fixed quickly
FAIL06251,Smartphone,Sony,Model-771,,Screen Crack,Yes,,,Fixed quickly
FAIL06252,Gaming Console,Apple,Model-952,17.0,Screen Crack,Yes,4733.4,1.6,nan
FAIL06253,Laptop,OnePlus,Model-881,56.0,Software Crash,No,2478.31,3.9,nan
FAIL06254,Laptop,Dell,Model-342,2.0,Battery Issue,Yes,4182.79,4.4,Not satisfied
FAIL06255,Gaming Console,Samsung,Model-213,37.0,Battery Issue,No,3960.17,3.2,Fixed quickly
FAIL06256,Smartwatch,Samsung,Model-726,8.0,Speaker Malfunction,Yes,1199.81,1.2,Perfect repair
FAIL06257,Tablet,Dell,Model-936,7.0,Battery Issue,No,2896.41,2.8,nan
FAIL06258,Tablet,Apple,Model-571,,Speaker Malfunction,No,,,Very bad service
FAIL06259,Laptop,Dell,Model-705,2.0,Overheating,Yes,2680.52,4.2,Fixed quickly
FAIL06260,Smartphone,Apple,Model-327,,Software Crash,No,,,Perfect repair
FAIL06261,Smartwatch,OnePlus,Model-952,43.0,Screen Crack,Yes,3172.19,4.9,Had to replace
FAIL06262,Smartwatch,HP,Model-891,49.0,Overheating,Yes,4651.54,1.9,Very bad service
FAIL06263,Laptop,Samsung,Model-186,,Software Crash,No,,,Had to replace
FAIL06264,Smartphone,Lenovo,Model-899,26.0,Screen Crack,No,286.08,4.2,Fixed quickly
,Gaming Console,Samsung,Model-317,34.0,Overheating,No,984.07,4.1,Had to replace
FAIL06266,Gaming Console,Dell,Model-157,54.0,Speaker Malfunction,Yes,4805.5,1.5,Had to replace
FAIL06267,Laptop,OnePlus,Model-795,59.0,Screen Crack,Yes,1379.36,1.3,nan
FAIL06268,Smartphone,Sony,Model-375,39.0,Speaker Malfunction,Yes,3744.24,2.8,nan
,Smartwatch,Dell,Model-837,12.0,Battery Issue,Yes,1979.57,4.0,Perfect repair
FAIL06270,Smartwatch,HP,Model-741,41.0,Speaker Malfunction,No,284.12,3.7,nan
FAIL06271,Smartwatch,Dell,Model-684,,Software Crash,No,,,Not satisfied
FAIL06272,Tablet,Lenovo,Model-400,2.0,Software Crash,Yes,2122.85,1.5,Perfect repair
FAIL06273,Smartwatch,Apple,Model-114,52.0,Software Crash,No,1235.18,2.7,Perfect repair
FAIL06274,Gaming Console,Lenovo,Model-229,,Screen Crack,Yes,,,Had to replace
FAIL06275,Smartphone,HP,Model-804,20.0,Software Crash,No,4954.91,2.0,Fixed quickly
FAIL06276,Smartwatch,OnePlus,Model-530,,Software Crash,Yes,,,Not satisfied
FAIL06277,Laptop,Lenovo,Model-696,55.0,Screen Crack,Yes,4801.04,1.2,Had to replace
FAIL06278,Laptop,Samsung,Model-428,19.0,Software Crash,No,4607.9,4.1,Very bad service
FAIL06279,Gaming Console,Apple,Model-396,37.0,Overheating,Yes,4749.66,1.9,Fixed quickly
FAIL06280,Smartwatch,Dell,Model-958,45.0,Software Crash,No,3708.95,4.0,Not satisfied
FAIL06281,Gaming Console,Sony,Model-265,26.0,Overheating,Yes,2494.75,1.3,Had to replace
FAIL06282,Gaming Console,Lenovo,Model-339,37.0,Software Crash,No,2116.64,3.0,Very bad service
FAIL06283,Gaming Console,Sony,Model-151,13.0,Battery Issue,No,239.57,1.9,Had to replace
FAIL06284,Tablet,Apple,Model-220,23.0,Overheating,No,1149.44,2.6,Fixed quickly
FAIL06285,Smartwatch,Dell,Model-149,25.0,Screen Crack,No,3722.74,4.5,nan
FAIL06286,Laptop,Sony,Model-375,58.0,Speaker Malfunction,Yes,655.68,2.8,Fixed quickly
FAIL06287,Tablet,Lenovo,Model-697,59.0,Battery Issue,Yes,164.26,2.1,Fixed quickly
FAIL06288,Gaming Console,Apple,Model-628,47.0,Screen Crack,Yes,3977.06,2.2,nan
FAIL06289,Laptop,Lenovo,Model-161,23.0,Battery Issue,Yes,2020.32,3.5,nan
FAIL06290,Gaming Console,Sony,Model-917,3.0,Software Crash,Yes,2038.06,4.0,Perfect repair
FAIL06291,Tablet,Apple,Model-933,51.0,Screen Crack,Yes,1431.64,1.2,nan
FAIL06292,Smartphone,Apple,Model-162,14.0,Speaker Malfunction,No,4215.92,3.0,nan
FAIL06293,Gaming Console,Dell,Model-946,15.0,Battery Issue,Yes,4104.8,2.7,Fixed quickly
FAIL06294,Gaming Console,Sony,Model-468,35.0,Speaker Malfunction,Yes,2577.35,2.5,Not satisfied
FAIL06295,Laptop,Lenovo,Model-492,14.0,Battery Issue,No,2979.66,2.6,Had to replace
FAIL06296,Laptop,Lenovo,Model-516,,Speaker Malfunction,Yes,,,Fixed quickly
FAIL06297,Gaming Console,OnePlus,Model-772,,Speaker Malfunction,No,,,Had to replace
FAIL06298,Smartwatch,Apple,Model-743,58.0,Screen Crack,No,1727.96,4.9,Perfect repair
FAIL06299,Laptop,Samsung,Model-222,6.0,Software Crash,Yes,3905.2,3.8,Perfect repair
FAIL06300,Smartphone,Apple,Model-804,58.0,Software Crash,No,4474.65,2.0,Not satisfied
FAIL06301,Smartphone,OnePlus,Model-299,20.0,Speaker Malfunction,No,2143.09,1.0,Fixed quickly
FAIL06302,Gaming Console,Apple,Model-819,48.0,Software Crash,Yes,4496.32,4.1,nan
FAIL06303,Laptop,HP,Model-960,10.0,Overheating,Yes,1542.6,2.9,Not satisfied
FAIL06304,Smartphone,Apple,Model-715,14.0,Overheating,Yes,1965.53,2.1,nan
FAIL06305,Tablet,Lenovo,Model-218,27.0,Speaker Malfunction,No,1658.16,2.7,Had to replace
FAIL06306,Smartphone,Dell,Model-429,4.0,Speaker Malfunction,No,1284.18,4.0,Had to replace
FAIL06307,Laptop,Dell,Model-988,19.0,Overheating,No,2065.43,1.2,nan
FAIL06308,Gaming Console,OnePlus,Model-762,52.0,Overheating,No,1753.29,3.0,nan
,Smartphone,Apple,Model-301,48.0,Overheating,No,1155.63,2.5,Perfect repair
FAIL06310,Gaming Console,Dell,Model-974,48.0,Screen Crack,No,2690.92,1.8,nan
FAIL06311,Tablet,Lenovo,Model-577,,Battery Issue,Yes,,,Perfect repair
FAIL06312,Smartphone,Lenovo,Model-859,45.0,Screen Crack,No,3717.19,3.9,Perfect repair
FAIL06313,Gaming Console,Apple,Model-994,2.0,Overheating,Yes,3975.13,4.0,Had to replace
FAIL06314,Smartphone,Dell,Model-612,40.0,Battery Issue,Yes,2587.42,3.7,nan
FAIL06315,Smartphone,OnePlus,Model-979,,Software Crash,No,,,nan
FAIL06316,Laptop,Samsung,Model-937,27.0,Overheating,Yes,1387.86,1.1,Not satisfied
FAIL06317,Laptop,Lenovo,Model-502,47.0,Overheating,No,2166.05,3.4,Not satisfied
FAIL06318,Smartwatch,Apple,Model-468,24.0,Software Crash,Yes,1579.85,2.3,Had to replace
FAIL06319,Laptop,Apple,Model-692,42.0,Battery Issue,No,2790.43,2.1,Fixed quickly
FAIL06320,Laptop,Samsung,Model-159,58.0,Overheating,Yes,159.19,3.7,Not satisfied
FAIL06321,Smartwatch,Dell,Model-418,4.0,Battery Issue,No,2420.93,2.4,Not satisfied
,Smartwatch,Dell,Model-148,2.0,Screen Crack,Yes,3725.07,4.9,Fixed quickly
FAIL06323,Smartphone,Sony,Model-430,46.0,Speaker Malfunction,Yes,1469.21,4.6,Perfect repair
FAIL06324,Smartphone,Samsung,Model-704,47.0,Screen Crack,No,4370.04,1.2,Had to replace
FAIL06325,Smartphone,Lenovo,Model-582,22.0,Speaker Malfunction,No,989.85,1.4,Had to replace
FAIL06326,Laptop,Samsung,Model-159,21.0,Overheating,No,3971.7,3.2,Perfect repair
FAIL06327,Gaming Console,HP,Model-639,54.0,Screen Crack,No,3732.51,1.1,Very bad service
FAIL06328,Gaming Console,Dell,Model-688,14.0,Screen Crack,Yes,2032.68,2.8,Not satisfied
FAIL06329,Laptop,OnePlus,Model-743,20.0,Software Crash,No,108.41,2.6,Not satisfied
FAIL06330,Tablet,Apple,Model-279,34.0,Speaker Malfunction,No,569.61,3.6,Not satisfied
FAIL06331,Smartphone,Samsung,Model-691,59.0,Speaker Malfunction,Yes,2799.45,2.8,Not satisfied
FAIL06332,Laptop,OnePlus,Model-409,20.0,Overheating,Yes,4648.84,1.6,Had to replace
FAIL06333,Tablet,HP,Model-261,33.0,Software Crash,No,2276.2,1.7,Very bad service
FAIL06334,Smartphone,Dell,Model-627,9.0,Software Crash,Yes,3833.49,2.5,Fixed quickly
FAIL06335,Smartwatch,Apple,Model-439,46.0,Speaker Malfunction,Yes,870.62,2.0,Had to replace
FAIL06336,Laptop,HP,Model-865,42.0,Software Crash,No,4016.98,4.4,Had to replace
FAIL06337,Tablet,Samsung,Model-969,38.0,Battery Issue,Yes,1390.72,5.0,Had to replace
FAIL06338,Gaming Console,Apple,Model-390,13.0,Overheating,Yes,708.27,4.2,Perfect repair
FAIL06339,Laptop,OnePlus,Model-135,,Screen Crack,Yes,,,Fixed quickly
FAIL06340,Gaming Console,OnePlus,Model-692,,Speaker Malfunction,Yes,,,nan
FAIL06341,Tablet,Apple,Model-776,40.0,Software Crash,No,2995.9,2.8,Perfect repair
FAIL06342,Laptop,Sony,Model-186,,Software Crash,No,,,Very bad service
FAIL06343,Laptop,HP,Model-785,5.0,Software Crash,Yes,2167.57,3.4,Perfect repair
FAIL06344,Laptop,Apple,Model-134,33.0,Overheating,No,3224.45,3.9,Not satisfied
,Laptop,Samsung,Model-282,58.0,Screen Crack,No,3657.69,2.3,Fixed quickly
FAIL06346,Smartwatch,Apple,Model-745,49.0,Software Crash,Yes,2107.52,1.2,nan
FAIL06347,Laptop,Sony,Model-420,50.0,Screen Crack,Yes,4133.09,1.9,Had to replace
FAIL06348,Tablet,Sony,Model-226,,Screen Crack,Yes,,,Fixed quickly
FAIL06349,Tablet,OnePlus,Model-971,1.0,Overheating,Yes,4491.88,2.8,Fixed quickly
FAIL06350,Smartwatch,OnePlus,Model-845,27.0,Software Crash,Yes,1036.11,3.2,nan
,Laptop,Apple,Model-605,39.0,Software Crash,No,2961.89,1.7,Fixed quickly
FAIL06352,Laptop,Dell,Model-102,6.0,Screen Crack,Yes,4603.85,2.6,Perfect repair
FAIL06353,Smartphone,Apple,Model-656,52.0,Software Crash,Yes,1169.05,3.1,Very bad service
FAIL06354,Smartphone,Sony,Model-278,,Overheating,No,,,Fixed quickly
FAIL06355,Gaming Console,Sony,Model-178,40.0,Software Crash,Yes,4051.81,2.7,Fixed quickly
FAIL06356,Smartwatch,OnePlus,Model-812,9.0,Software Crash,No,2084.32,1.1,Had to replace
FAIL06357,Smartphone,Samsung,Model-197,26.0,Software Crash,Yes,2501.18,2.6,Had to replace
FAIL06358,Tablet,Samsung,Model-124,2.0,Overheating,Yes,543.51,3.5,Fixed quickly
FAIL06359,Tablet,Dell,Model-180,,Screen Crack,No,,,Not satisfied
FAIL06360,Tablet,Samsung,Model-666,5.0,Screen Crack,No,4952.35,3.3,Perfect repair
FAIL06361,Smartwatch,Lenovo,Model-299,1.0,Software Crash,Yes,4966.02,4.1,Not satisfied
FAIL06362,Tablet,Lenovo,Model-165,50.0,Overheating,Yes,905.41,5.0,Had to replace
,Smartphone,Apple,Model-873,55.0,Software Crash,Yes,172.58,2.7,Fixed quickly
FAIL06364,Smartphone,Apple,Model-250,35.0,Overheating,Yes,796.88,1.7,Had to replace
FAIL06365,Gaming Console,Lenovo,Model-149,7.0,Overheating,Yes,2858.56,4.9,Fixed quickly
FAIL06366,Gaming Console,Sony,Model-688,4.0,Screen Crack,No,4564.12,2.1,Perfect repair
FAIL06367,Smartwatch,OnePlus,Model-964,38.0,Battery Issue,Yes,209.8,2.0,Very bad service
FAIL06368,Gaming Console,Apple,Model-493,50.0,Battery Issue,Yes,1787.13,4.5,Not satisfied
FAIL06369,Smartwatch,Sony,Model-390,21.0,Speaker Malfunction,Yes,4972.7,4.6,Not satisfied
FAIL06370,Laptop,Apple,Model-332,9.0,Speaker Malfunction,Yes,2762.68,2.3,Not satisfied
FAIL06371,Gaming Console,Apple,Model-441,,Battery Issue,Yes,,,Perfect repair
FAIL06372,Smartwatch,Apple,Model-944,58.0,Screen Crack,Yes,436.84,3.8,Had to replace
FAIL06373,Smartphone,Apple,Model-552,1.0,Speaker Malfunction,Yes,1892.0,3.1,Very bad service
FAIL06374,Gaming Console,Samsung,Model-169,43.0,Battery Issue,No,2303.78,3.4,Perfect repair
FAIL06375,Gaming Console,Samsung,Model-972,20.0,Screen Crack,No,2559.06,2.4,Had to replace
FAIL06376,Smartwatch,Sony,Model-495,51.0,Speaker Malfunction,No,4498.61,3.8,Perfect repair
FAIL06377,Laptop,HP,Model-698,,Speaker Malfunction,Yes,,,nan
FAIL06378,Gaming Console,Apple,Model-276,32.0,Battery Issue,No,2166.5,4.5,Not satisfied
FAIL06379,Smartwatch,Sony,Model-206,13.0,Speaker Malfunction,No,228.1,4.3,Had to replace
FAIL06380,Laptop,OnePlus,Model-146,28.0,Screen Crack,No,4351.55,1.6,Perfect repair
FAIL06381,Smartwatch,Sony,Model-704,51.0,Battery Issue,No,2882.85,4.1,Not satisfied
FAIL06382,Laptop,OnePlus,Model-706,10.0,Screen Crack,Yes,946.49,1.7,Perfect repair
FAIL06383,Tablet,Apple,Model-869,2.0,Speaker Malfunction,No,3101.49,4.2,nan
FAIL06384,Gaming Console,Apple,Model-245,5.0,Screen Crack,Yes,2919.65,2.3,Perfect repair
FAIL06385,Tablet,Lenovo,Model-635,7.0,Software Crash,Yes,1857.31,1.6,Fixed quickly
FAIL06386,Smartwatch,OnePlus,Model-369,33.0,Overheating,No,395.04,3.9,Very bad service
FAIL06387,Tablet,Sony,Model-137,7.0,Speaker Malfunction,No,223.75,2.9,Fixed quickly
FAIL06388,Laptop,Sony,Model-140,2.0,Software Crash,Yes,3483.08,3.2,Had to replace
FAIL06389,Smartphone,Samsung,Model-645,47.0,Overheating,No,575.38,4.4,Perfect repair
FAIL06390,Tablet,Samsung,Model-167,57.0,Battery Issue,No,4575.37,2.5,Not satisfied
FAIL06391,Smartwatch,Apple,Model-301,14.0,Overheating,Yes,819.88,2.1,Not satisfied
FAIL06392,Gaming Console,OnePlus,Model-939,21.0,Battery Issue,Yes,2796.4,2.6,nan
FAIL06393,Tablet,Lenovo,Model-777,50.0,Software Crash,Yes,3895.08,3.5,nan
FAIL06394,Tablet,Sony,Model-702,,Overheating,Yes,,,Not satisfied
FAIL06395,Smartphone,Apple,Model-802,,Speaker Malfunction,Yes,,,Fixed quickly
FAIL06396,Smartwatch,Dell,Model-897,43.0,Software Crash,Yes,2819.88,4.5,Had to replace
FAIL06397,Tablet,Lenovo,Model-422,53.0,Overheating,Yes,1269.66,4.6,Very bad service
FAIL06398,Gaming Console,OnePlus,Model-650,13.0,Screen Crack,Yes,1095.81,3.5,Perfect repair
FAIL06399,Laptop,Apple,Model-512,,Screen Crack,No,,,Had to replace
FAIL06400,Gaming Console,Lenovo,Model-397,21.0,Battery Issue,Yes,3183.35,1.5,Had to replace
FAIL06401,Tablet,Apple,Model-788,51.0,Software Crash,Yes,4322.16,3.2,Very bad service
FAIL06402,Tablet,Sony,Model-699,30.0,Screen Crack,Yes,2566.9,2.8,Fixed quickly
FAIL06403,Smartphone,Sony,Model-859,35.0,Overheating,Yes,3535.41,4.9,nan
FAIL06404,Smartwatch,OnePlus,Model-447,32.0,Speaker Malfunction,No,3481.28,1.4,Had to replace
FAIL06405,Smartphone,Lenovo,Model-450,51.0,Battery Issue,No,679.53,2.6,Fixed quickly
FAIL06406,Gaming Console,Samsung,Model-630,55.0,Overheating,Yes,4094.33,1.7,Had to replace
FAIL06407,Smartwatch,OnePlus,Model-256,44.0,Battery Issue,No,2207.86,2.4,Fixed quickly
FAIL06408,Smartphone,HP,Model-900,58.0,Screen Crack,No,378.77,4.5,Perfect repair
FAIL06409,Tablet,Apple,Model-314,18.0,Software Crash,Yes,2889.89,1.9,Not satisfied
FAIL06410,Smartwatch,Samsung,Model-309,,Speaker Malfunction,No,,,Very bad service
FAIL06411,Laptop,OnePlus,Model-650,,Screen Crack,No,,,Had to replace
FAIL06412,Laptop,Dell,Model-264,,Software Crash,Yes,,,Fixed quickly
FAIL06413,Gaming Console,Apple,Model-240,54.0,Speaker Malfunction,No,4018.8,1.3,nan
FAIL06414,Smartphone,Lenovo,Model-500,10.0,Software Crash,Yes,323.0,4.4,nan
FAIL06415,Gaming Console,Lenovo,Model-400,,Screen Crack,Yes,,,Had to replace
FAIL06416,Laptop,OnePlus,Model-646,3.0,Speaker Malfunction,No,663.65,4.1,Had to replace
FAIL06417,Tablet,HP,Model-500,46.0,Overheating,Yes,3051.21,2.5,Fixed quickly
,Tablet,Lenovo,Model-558,48.0,Screen Crack,Yes,849.29,2.6,Fixed quickly
FAIL06419,Tablet,Dell,Model-886,,Battery Issue,No,,,nan
FAIL06420,Tablet,Apple,Model-917,57.0,Speaker Malfunction,Yes,3295.11,1.8,nan
FAIL06421,Tablet,Sony,Model-176,7.0,Software Crash,No,2253.4,4.7,nan
,Laptop,HP,Model-581,26.0,Screen Crack,No,4545.51,3.9,Perfect repair
FAIL06423,Smartwatch,Lenovo,Model-183,46.0,Software Crash,No,946.81,3.2,Perfect repair
,Tablet,Sony,Model-519,45.0,Overheating,No,4403.01,5.0,nan
FAIL06425,Smartwatch,Lenovo,Model-834,48.0,Software Crash,Yes,655.18,4.0,Perfect repair
FAIL06426,Tablet,Dell,Model-130,18.0,Screen Crack,Yes,3883.73,3.5,Very bad service
FAIL06427,Gaming Console,Samsung,Model-629,,Speaker Malfunction,Yes,,,Fixed quickly
FAIL06428,Smartphone,Sony,Model-319,53.0,Screen Crack,Yes,853.06,2.9,Perfect repair
FAIL06429,Smartwatch,HP,Model-901,47.0,Battery Issue,No,4321.92,4.4,nan
,Smartphone,Sony,Model-633,57.0,Battery Issue,Yes,2294.07,2.9,nan
FAIL06431,Laptop,Samsung,Model-989,39.0,Software Crash,Yes,1347.53,2.7,Not satisfied
FAIL06432,Gaming Console,Apple,Model-533,59.0,Software Crash,Yes,3327.34,1.9,Fixed quickly
FAIL06433,Tablet,Lenovo,Model-327,18.0,Screen Crack,Yes,4321.96,3.6,Had to replace
FAIL06434,Tablet,Samsung,Model-427,,Software Crash,Yes,,,Had to replace
FAIL06435,Laptop,Dell,Model-505,18.0,Software Crash,Yes,1500.8,2.0,Very bad service
FAIL06436,Smartwatch,Apple,Model-230,58.0,Software Crash,Yes,1455.14,3.1,Not satisfied
FAIL06437,Tablet,Sony,Model-606,21.0,Speaker Malfunction,No,3444.15,2.2,Not satisfied
FAIL06438,Smartwatch,Sony,Model-528,15.0,Battery Issue,No,3563.93,3.1,Had to replace
FAIL06439,Tablet,Lenovo,Model-741,55.0,Speaker Malfunction,No,4575.59,1.9,Had to replace
FAIL06440,Smartwatch,OnePlus,Model-300,6.0,Screen Crack,Yes,203.43,4.4,Not satisfied
